Accession,award.rfa,award.pi.title,,Target label,Target gene,Biosample summary,Biosample,Lab,Project,Species,Biosample type,Date released,Month released,Assay category,Assay Type,Assay name,Assay sub-class
ENCSR000ENQ,ENCODE2,John Stamatoyannopoulos,,,,foreskin fibroblast male newborn,foreskin fibroblast,"John Stamatoyannopoulos, UW",ENCODE,Homo sapiens,primary cell,5/4/11,"May, 2011",DNA accessibility,DNase-seq,DNase-seq,DNase-seq
ENCSR964YTW,ENCODE3,Brenton Graveley,,DDX55,DDX55,HepG2 genetically modified using RNAi,HepG2,"Brenton Graveley, UConn",ENCODE,Homo sapiens,immortalized cell line,12/17/14,"December, 2014",Transcription,Knockdown RNAseq,shRNA RNA-seq,RNA binding protein
ENCSR000AFB,ENCODE3,Thomas Gingeras,,,,liver female embryo (20 weeks) and male embryo (22 weeks),liver,"Thomas Gingeras, CSHL",ENCODE,Homo sapiens,tissue,6/30/14,"June, 2014",Transcription,RNA-seq,total RNA-seq,total RNA-seq
ENCSR000AKD,ENCODE2,Bradley Bernstein,,H3K27me3,HIST2H3C,GM12878,GM12878,"Bradley Bernstein, Broad",ENCODE,Homo sapiens,immortalized cell line,2/10/11,"February, 2011",DNA binding,ChIP-seq,ChIP-seq,Histone ChIP-seq
ENCSR571HOT,ENCODE3,Bing Ren,,H3K9ac,,C57BL/6 neural tube embryo (15.5 days),neural tube,"Bing Ren, UCSD",ENCODE,Mus musculus,tissue,11/3/15,"November, 2015",DNA binding,ChIP-seq,ChIP-seq,Histone ChIP-seq
ENCSR000CAB,ENCODE2,Yijun Ruan,,POLR2A,POLR2A,NB4,NB4,"Yijun Ruan, JAX",ENCODE,Homo sapiens,immortalized cell line,5/24/12,"May, 2012",3D chromatin structure,ChIA-PET,ChIA-PET,ChIA-PET
ENCSR000CHE,ENCODE2-Mouse,Bing Ren,,,,C57BL/6 liver embryo (14.5 days),liver,"Bing Ren, UCSD",ENCODE,Mus musculus,tissue,5/4/12,"May, 2012",Transcription,RNA-seq,polyA mRNA RNA-seq,polyA mRNA RNA-seq
ENCSR442VBJ,ENCODE3,Michael Snyder,,RAD51,RAD51,MCF-7,MCF-7,"Michael Snyder, Stanford",ENCODE,Homo sapiens,immortalized cell line,4/14/17,"April, 2017",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR016BMM,ENCODE3,Richard Myers,,TAF1,TAF1,liver female child (4 years),liver,"Richard Myers, HAIB",ENCODE,Homo sapiens,tissue,6/30/16,"June, 2016",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR000BLL,ENCODE2,Richard Myers,,ESR1,ESR1,T47D treated with dimethyl sulfoxide,T47D,"Richard Myers, HAIB",ENCODE,Homo sapiens,immortalized cell line,7/18/11,"July, 2011",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR000AOL,ENCODE2,Bradley Bernstein,,H3K27me3,HIST2H3C,HepG2,HepG2,"Bradley Bernstein, Broad",ENCODE,Homo sapiens,immortalized cell line,2/10/11,"February, 2011",DNA binding,ChIP-seq,ChIP-seq,Histone ChIP-seq
ENCSR269SJB,ENCODE3,Brenton Graveley,,CKAP4,CKAP4,HepG2 genetically modified using RNAi,HepG2,"Brenton Graveley, UConn",ENCODE,Homo sapiens,immortalized cell line,3/16/16,"March, 2016",Transcription,Knockdown RNAseq,shRNA RNA-seq,RNA binding protein
ENCSR000CGQ,ENCODE2-Mouse,Bing Ren,,H3K27ac,Hist2h3c1,129 ES-E14,ES-E14,"Bing Ren, UCSD",ENCODE,Mus musculus,stem cell,9/5/12,"September, 2012",DNA binding,ChIP-seq,ChIP-seq,Histone ChIP-seq
ENCSR820WLP,ENCODE3,John Stamatoyannopoulos,,,,dedifferentiated amniotic fluid mesenchymal stem cell,dedifferentiated amniotic fluid mesenchymal stem cell,"John Stamatoyannopoulos, UW",ENCODE,Homo sapiens,stem cell,5/9/16,"May, 2016",DNA accessibility,DNase-seq,DNase-seq,DNase-seq
ENCSR569UIU,ENCODE3,Brenton Graveley,,HNRNPC,HNRNPC,,,"Chris Burge, MIT",ENCODE,,in vitro sample,12/17/14,"December, 2014",RNA binding,RNA Bind-n-Seq,RNA Bind-n-Seq,RNA binding protein
ENCSR000CDI,ENCODE2-Mouse,Bing Ren,,H3K27ac,Hist2h3c1,C57BL/6 embryonic fibroblast male embryo (13.5 weeks),embryonic fibroblast,"Bing Ren, UCSD",ENCODE,Mus musculus,primary cell,3/28/12,"March, 2012",DNA binding,ChIP-seq,ChIP-seq,Histone ChIP-seq
ENCSR000CQM,ENCODE2,Thomas Gingeras,,,,K562 nuclear fraction,K562,"Thomas Gingeras, CSHL",ENCODE,Homo sapiens,immortalized cell line,10/17/11,"October, 2011",Transcription,RNA-seq,polyA depleted RNA-seq,polyA depleted RNA-seq
ENCSR523XCR,ENCODE3,Michael Snyder,,RNF2,RNF2,HepG2,HepG2,"Michael Snyder, Stanford",ENCODE,Homo sapiens,immortalized cell line,6/23/16,"June, 2016",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR328PGZ,ENCODE3,Brenton Graveley,,HNRNPH2,HNRNPH2,,,"Chris Burge, MIT",ENCODE,,in vitro sample,12/17/14,"December, 2014",RNA binding,RNA Bind-n-Seq,RNA Bind-n-Seq,RNA binding protein
ENCSR064DXG,ENCODE3,Brenton Graveley,,PTBP1,PTBP1,HepG2 genetically modified using RNAi,HepG2,"Brenton Graveley, UConn",ENCODE,Homo sapiens,immortalized cell line,10/16/14,"October, 2014",Transcription,Knockdown RNAseq,shRNA RNA-seq,RNA binding protein
ENCSR541AMF,ENCODE3,Bradley Bernstein,,CTCF,CTCF,SK-N-SH,SK-N-SH,"Bradley Bernstein, Broad",ENCODE,Homo sapiens,immortalized cell line,11/13/17,"November, 2017",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR000CAC,ENCODE2,Yijun Ruan,,CTCF,CTCF,K562,K562,"Yijun Ruan, JAX",ENCODE,Homo sapiens,immortalized cell line,5/24/12,"May, 2012",3D chromatin structure,ChIA-PET,ChIA-PET,ChIA-PET
ENCSR000EIO,ENCODE2,Gregory Crawford,,,,Ishikawa treated with 17β-estradiol,Ishikawa,"Gregory Crawford, Duke",ENCODE,Homo sapiens,immortalized cell line,3/28/12,"March, 2012",DNA accessibility,DNase-seq,DNase-seq,DNase-seq
ENCSR767LLP,ENCODE3,Brenton Graveley,,RBFOX2,RBFOX2,HepG2 genetically modified using RNAi,HepG2,"Brenton Graveley, UConn",ENCODE,Homo sapiens,immortalized cell line,2/11/16,"February, 2016",Transcription,Knockdown RNAseq,shRNA RNA-seq,RNA binding protein
ENCSR000DHQ,ENCODE2-Mouse,Ross Hardison,,H3K4me1,Hist2h3c1,B10.H-2aH-4bp/Wts CH12.LX,CH12.LX,"Ross Hardison, PennState",ENCODE,Mus musculus,immortalized cell line,4/30/12,"April, 2012",DNA binding,ChIP-seq,ChIP-seq,Histone ChIP-seq
ENCSR581LZU,ENCODE3,Bradley Bernstein,,H3K4me1,HIST2H3C,OCI-LY3,OCI-LY3,"Bradley Bernstein, Broad",ENCODE,Homo sapiens,immortalized cell line,7/11/14,"July, 2014",DNA binding,ChIP-seq,ChIP-seq,Histone ChIP-seq
ENCSR000EMY,ENCODE2,John Stamatoyannopoulos,,,,cardiac mesoderm,cardiac mesoderm,"John Stamatoyannopoulos, UW",ENCODE,Homo sapiens,in vitro differentiated cells,3/6/12,"March, 2012",DNA accessibility,DNase-seq,DNase-seq,DNase-seq
ENCSR000BKR,ENCODE2,Richard Myers,,POLR2AphosphoS5,POLR2A,K562,K562,"Richard Myers, HAIB",ENCODE,Homo sapiens,immortalized cell line,7/18/11,"July, 2011",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR000ADQ,ENCODE2-Mouse,Michael Snyder,,H3K4me1,Hist2h3c1,DBA/2 MEL cell line,MEL cell line,"Michael Snyder, Stanford",ENCODE,Mus musculus,immortalized cell line,8/20/12,"August, 2012",DNA binding,ChIP-seq,ChIP-seq,Histone ChIP-seq
ENCSR673FLQ,ENCODE3,Brenton Graveley,,PCBP2,PCBP2,,,"Chris Burge, MIT",ENCODE,,in vitro sample,3/23/16,"March, 2016",RNA binding,RNA Bind-n-Seq,RNA Bind-n-Seq,RNA binding protein
ENCSR546ANT,ENCODE3,Bing Ren,,H3K27ac,Hist2h3c1,C57BL/6 stomach embryo (16.5 days),stomach,"Bing Ren, UCSD",ENCODE,Mus musculus,tissue,12/17/14,"December, 2014",DNA binding,ChIP-seq,ChIP-seq,Histone ChIP-seq
ENCSR642VYW,ENCODE3,Bing Ren,,H3K27ac,Hist2h3c1,C57BL/6 intestine postnatal (0 days),intestine,"Bing Ren, UCSD",ENCODE,Mus musculus,tissue,6/30/14,"June, 2014",DNA binding,ChIP-seq,ChIP-seq,Histone ChIP-seq
ENCSR244KCW,ENCODE3,Bing Ren,,H3K27me3,Hist2h3c1,C57BL/6 liver embryo (11.5 days),liver,"Bing Ren, UCSD",ENCODE,Mus musculus,tissue,6/30/14,"June, 2014",DNA binding,ChIP-seq,ChIP-seq,Histone ChIP-seq
ENCSR373LNE,ENCODE3,Bing Ren,,H3K9ac,,C57BL/6 heart embryo (16.5 days),heart,"Bing Ren, UCSD",ENCODE,Mus musculus,tissue,12/17/14,"December, 2014",DNA binding,ChIP-seq,ChIP-seq,Histone ChIP-seq
ENCSR000EPG,ENCODE2,John Stamatoyannopoulos,,,,M059J,M059J,"John Stamatoyannopoulos, UW",ENCODE,Homo sapiens,immortalized cell line,6/12/12,"June, 2012",DNA accessibility,DNase-seq,DNase-seq,DNase-seq
ENCSR000DJZ,ENCODE2,Michael Snyder,,eGFP-HDAC8,HDAC8,K562 genetically modified using stable transfection,K562,"Kevin White, UChicago",ENCODE,Homo sapiens,immortalized cell line,6/3/11,"June, 2011",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR000CQD,ENCODE2,Thomas Gingeras,,,,foreskin fibroblast male newborn,foreskin fibroblast,"Thomas Gingeras, CSHL",ENCODE,Homo sapiens,primary cell,10/17/11,"October, 2011",Transcription,RNA-seq,polyA depleted RNA-seq,polyA depleted RNA-seq
ENCSR000CPY,ENCODE2,Thomas Gingeras,,,,K562 chromatin fraction,K562,"Thomas Gingeras, CSHL",ENCODE,Homo sapiens,immortalized cell line,10/17/11,"October, 2011",Transcription,RNA-seq,total RNA-seq,total RNA-seq
ENCSR616TJM,ENCODE3,Bing Ren,,H3K27ac,Hist2h3c1,C57BL/6 liver postnatal (0 days),liver,"Bing Ren, UCSD",ENCODE,Mus musculus,tissue,6/30/14,"June, 2014",DNA binding,ChIP-seq,ChIP-seq,Histone ChIP-seq
ENCSR000BKL,ENCODE2,Richard Myers,,ESR1,ESR1,Ishikawa treated with genistein,Ishikawa,"Richard Myers, HAIB",ENCODE,Homo sapiens,immortalized cell line,7/18/11,"July, 2011",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR532ZPP,ENCODE3,Brenton Graveley,,EWSR1,EWSR1,HepG2 genetically modified using RNAi,HepG2,"Brenton Graveley, UConn",ENCODE,Homo sapiens,immortalized cell line,3/16/16,"March, 2016",Transcription,Knockdown RNAseq,shRNA RNA-seq,RNA binding protein
ENCSR163QSU,ENCODE2,John Stamatoyannopoulos,,,,GM12801 S2 phase,GM12801,"John Stamatoyannopoulos, UW",ENCODE,Homo sapiens,immortalized cell line,2/14/12,"February, 2012",Replication timing,Repli-seq,Repli-seq,Repli-seq
ENCSR560CIG,ENCODE3,Bing Ren,,H3K36me3,Hist2h3c1,C57BL/6 heart embryo (15.5 days),heart,"Bing Ren, UCSD",ENCODE,Mus musculus,tissue,11/3/15,"November, 2015",DNA binding,ChIP-seq,ChIP-seq,Histone ChIP-seq
ENCSR556FNN,ENCODE3,Brenton Graveley,,PPIL4,PPIL4,K562 genetically modified using RNAi,K562,"Brenton Graveley, UConn",ENCODE,Homo sapiens,immortalized cell line,1/12/16,"January, 2016",Transcription,Knockdown RNAseq,shRNA RNA-seq,RNA binding protein
ENCSR000CVQ,ENCODE2,Thomas Gingeras,,,,neural cell,neural cell,"Thomas Gingeras, CSHL",ENCODE,Homo sapiens,in vitro differentiated cells,7/9/12,"July, 2012",Transcription,RNA-seq,small RNA-seq,small RNA-seq
ENCSR000CPA,ENCODE2,Thomas Gingeras,,,,endothelial cell of umbilical vein cytosolic fraction male newborn,endothelial cell of umbilical vein,"Thomas Gingeras, CSHL",ENCODE,Homo sapiens,primary cell,10/17/11,"October, 2011",Transcription,RNA-seq,polyA mRNA RNA-seq,polyA mRNA RNA-seq
ENCSR291XPT,ENCODE3,Brenton Graveley,,PUS1,PUS1,K562,K562,"Gene Yeo, UCSD",ENCODE,Homo sapiens,immortalized cell line,9/21/16,"September, 2016",RNA binding,eCLIP,eCLIP,RNA binding protein
ENCSR928LDG,ENCODE3,Richard Myers,,EP300,EP300,suprapubic skin female adult (53 years),suprapubic skin,"Richard Myers, HAIB",ENCODE,Homo sapiens,tissue,6/15/17,"June, 2017",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR000DIA,ENCODE2-Mouse,Ross Hardison,,TAL1,Tal1,DBA/2 MEL cell line,MEL cell line,"Ross Hardison, PennState",ENCODE,Mus musculus,immortalized cell line,2/13/12,"February, 2012",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR685OON,ENCODE3,Richard Myers,,,,C57BL/6 midbrain embryo (15.5 days),midbrain,"Ali Mortazavi, UCI",ENCODE,Mus musculus,tissue,3/16/16,"March, 2016",Transcription,RNA-seq,microRNA-seq,microRNA-seq
ENCSR000BLE,ENCODE2,Richard Myers,,FOXA1,FOXA1,HepG2,HepG2,"Richard Myers, HAIB",ENCODE,Homo sapiens,immortalized cell line,7/18/11,"July, 2011",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR000CGP,ENCODE2-Mouse,Bing Ren,,H3K9ac,,129 ES-E14,ES-E14,"Bing Ren, UCSD",ENCODE,Mus musculus,stem cell,9/5/12,"September, 2012",DNA binding,ChIP-seq,ChIP-seq,Histone ChIP-seq
ENCSR674KDQ,ENCODE3,Brenton Graveley,,GRSF1,GRSF1,HepG2 genetically modified using RNAi,HepG2,"Brenton Graveley, UConn",ENCODE,Homo sapiens,immortalized cell line,8/18/15,"August, 2015",Transcription,Knockdown RNAseq,shRNA RNA-seq,RNA binding protein
ENCSR873PLF,ENCODE3,John Stamatoyannopoulos,,,,K562 genetically modified using TALEN,K562,"John Stamatoyannopoulos, UW",ENCODE,Homo sapiens,immortalized cell line,5/11/16,"May, 2016",DNA accessibility,genetic modification followed by DNase-seq,genetic modification DNase-seq,genetic modification DNase-seq
ENCSR000EBI,ENCODE2,Michael Snyder,,RELA,RELA,GM19099 treated with tumor necrosis factor,GM19099,"Michael Snyder, Stanford",ENCODE,Homo sapiens,immortalized cell line,10/29/11,"October, 2011",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR729CAZ,ENCODE3,Thomas Gingeras,,,,omental fat pad male adult (37 years),omental fat pad,"Thomas Gingeras, CSHL",ENCODE,Homo sapiens,tissue,2/18/16,"February, 2016",Transcription,RNA-seq,total RNA-seq,total RNA-seq
ENCSR000AFD,ENCODE3,Thomas Gingeras,,,,occipital lobe female embryo (20 weeks) and male embryo (22 weeks),occipital lobe,"Thomas Gingeras, CSHL",ENCODE,Homo sapiens,tissue,6/30/14,"June, 2014",Transcription,RNA-seq,total RNA-seq,total RNA-seq
ENCSR000AXA,ENCODE2,,,,,hFib2-iPS4 male adult (30 years),hFib2-iPS4,"David Gilbert, FSU",ENCODE,Homo sapiens,induced pluripotent stem cell line,7/31/12,"July, 2012",Replication timing,Repli-chip,Repli-chip,Repli-chip
ENCSR509LIV,ENCODE3,Brenton Graveley,,EIF4G1,EIF4G1,HepG2 genetically modified using RNAi,HepG2,"Brenton Graveley, UConn",ENCODE,Homo sapiens,immortalized cell line,8/18/15,"August, 2015",Transcription,Knockdown RNAseq,shRNA RNA-seq,RNA binding protein
ENCSR848XIY,ENCODE3,John Stamatoyannopoulos,,,,adrenal gland male adult (54 years),adrenal gland,"John Stamatoyannopoulos, UW",ENCODE,Homo sapiens,tissue,5/9/16,"May, 2016",DNA accessibility,DNase-seq,DNase-seq,DNase-seq
ENCSR916XIV,ENCODE3,Brenton Graveley,,EIF3H,EIF3H,HepG2,HepG2,"Gene Yeo, UCSD",ENCODE,Homo sapiens,immortalized cell line,8/15/17,"August, 2017",RNA binding,eCLIP,eCLIP,RNA binding protein
ENCSR000BGY,ENCODE2,Richard Myers,,IRF4,IRF4,GM12878,GM12878,"Richard Myers, HAIB",ENCODE,Homo sapiens,immortalized cell line,7/18/11,"July, 2011",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR047BUZ,ENCODE3,Michael Snyder,,ATF2,ATF2,HepG2,HepG2,"Michael Snyder, Stanford",ENCODE,Homo sapiens,immortalized cell line,7/8/16,"July, 2016",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR492LTS,ENCODE3,Michael Snyder,,BCLAF1,BCLAF1,K562,K562,"Michael Snyder, Stanford",ENCODE,Homo sapiens,immortalized cell line,2/2/17,"February, 2017",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR076NBJ,ENCODE3,Bradley Bernstein,,H3K79me2,HIST2H3C,neural cell,neural cell,"Bradley Bernstein, Broad",ENCODE,Homo sapiens,in vitro differentiated cells,7/11/14,"July, 2014",DNA binding,ChIP-seq,ChIP-seq,Histone ChIP-seq
ENCSR853PBF,ENCODE3,Brenton Graveley,,DHX30,DHX30,HepG2 genetically modified using RNAi,HepG2,"Brenton Graveley, UConn",ENCODE,Homo sapiens,immortalized cell line,8/18/15,"August, 2015",Transcription,Knockdown RNAseq,shRNA RNA-seq,RNA binding protein
ENCSR874RPM,ENCODE2,John Stamatoyannopoulos,,,,IMR-90 S3 phase female embryo (16 weeks),IMR-90,"John Stamatoyannopoulos, UW",ENCODE,Homo sapiens,primary cell,2/14/12,"February, 2012",Replication timing,Repli-seq,Repli-seq,Repli-seq
ENCSR771QMJ,ENCODE3,Brenton Graveley,,GEMIN5,GEMIN5,HepG2 genetically modified using RNAi,HepG2,"Brenton Graveley, UConn",ENCODE,Homo sapiens,immortalized cell line,12/17/14,"December, 2014",Transcription,Knockdown RNAseq,shRNA RNA-seq,RNA binding protein
ENCSR589KVH,ENCODE2,John Stamatoyannopoulos,,,,K562 S3 phase,K562,"John Stamatoyannopoulos, UW",ENCODE,Homo sapiens,immortalized cell line,2/14/12,"February, 2012",Replication timing,Repli-seq,Repli-seq,Repli-seq
ENCSR810JIM,ENCODE2,John Stamatoyannopoulos,,,,K562 G2 phase,K562,"John Stamatoyannopoulos, UW",ENCODE,Homo sapiens,immortalized cell line,2/14/12,"February, 2012",Replication timing,Repli-seq,Repli-seq,Repli-seq
ENCSR611WZO,ENCODE3,Michael Snyder,,SREBF2,SREBF2,HeLa-S3,HeLa-S3,"Michael Snyder, Stanford",ENCODE,Homo sapiens,immortalized cell line,7/7/14,"July, 2014",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR000AIV,ENCODE2-Mouse,Ross Hardison,,CEBPB,Cebpb,C3H C2C12,C2C12,"Barbara Wold, Caltech",ENCODE,Mus musculus,immortalized cell line,11/23/11,"November, 2011",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR000BSM,ENCODE2,Richard Myers,,YY1,YY1,SK-N-SH,SK-N-SH,"Richard Myers, HAIB",ENCODE,Homo sapiens,immortalized cell line,9/10/12,"September, 2012",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR000FAP,ENCODE2,Thomas Gingeras,,,,GM12878,GM12878,"Yijun Ruan, JAX",ENCODE,Homo sapiens,immortalized cell line,1/12/11,"January, 2011",Genotyping,DNA-PET,DNA-PET,DNA-PET
ENCSR000ECJ,ENCODE2,Michael Snyder,,ZKSCAN1,ZKSCAN1,HeLa-S3,HeLa-S3,"Michael Snyder, Stanford",ENCODE,Homo sapiens,immortalized cell line,5/14/12,"May, 2012",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR000DEM,ENCODE2,Richard Myers,,,,liver female adult (83 years),liver,"Richard Myers, HAIB",ENCODE,Homo sapiens,tissue,9/30/11,"September, 2011",DNA methylation,RRBS,RRBS,RRBS
ENCSR826VJY,ENCODE3,Bradley Bernstein,,H3K4me1,HIST2H3C,neutrophil,neutrophil,"Bradley Bernstein, Broad",ENCODE,Homo sapiens,primary cell,11/16/16,"November, 2016",DNA binding,ChIP-seq,ChIP-seq,Histone ChIP-seq
ENCSR000ERV,ENCODE2-Mouse,Michael Snyder,,ZNF384,Zfp384,129 ES-E14,ES-E14,"Michael Snyder, Stanford",ENCODE,Mus musculus,stem cell,8/16/12,"August, 2012",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR022IZK,ENCODE3,Michael Snyder,,eGFP-ZNF623,ZNF623,HEK293 genetically modified using site-specific recombination originated from HEK293,HEK293,"Michael Snyder, Stanford",ENCODE,Homo sapiens,immortalized cell line,10/7/16,"October, 2016",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR564XSR,ENCODE3,Bing Ren,,H3K27me3,Hist2h3c1,C57BL/6 forebrain embryo (15.5 days),forebrain,"Bing Ren, UCSD",ENCODE,Mus musculus,tissue,11/3/15,"November, 2015",DNA binding,ChIP-seq,ChIP-seq,Histone ChIP-seq
ENCSR999WHE,ENCODE3,Bradley Bernstein,,H3K9me3,HIST2H3C,MCF-7,MCF-7,"Bradley Bernstein, Broad",ENCODE,Homo sapiens,immortalized cell line,10/25/16,"October, 2016",DNA binding,ChIP-seq,ChIP-seq,Histone ChIP-seq
ENCSR595CSH,ENCODE3,John Stamatoyannopoulos,,,,brain embryo (56 days) and male embryo (58 days),brain,"John Stamatoyannopoulos, UW",ENCODE,Homo sapiens,tissue,8/31/15,"August, 2015",DNA accessibility,DNase-seq,DNase-seq,DNase-seq
ENCSR559WMK,ENCODE3,John Stamatoyannopoulos,,,,tongue male embryo (72 days),tongue,"John Stamatoyannopoulos, UW",ENCODE,Homo sapiens,tissue,8/31/15,"August, 2015",DNA accessibility,DNase-seq,DNase-seq,DNase-seq
ENCSR000CXS,ENCODE2,John Stamatoyannopoulos,,,,MCF-7,MCF-7,"John Stamatoyannopoulos, UW",ENCODE,Homo sapiens,immortalized cell line,10/10/11,"October, 2011",3D chromatin structure,5C,5C,5C
ENCSR448BVL,ENCODE3,Richard Myers,,,,H7-hESC,H7-hESC,"Richard Myers, HAIB",ENCODE,Homo sapiens,stem cell,8/5/16,"August, 2016",Genotyping,comparative genomic hybridization by array,genotyping array,genotyping array
ENCSR521TQE,ENCODE3,Richard Myers,,,,MCF-7,MCF-7,"Richard Myers, HAIB",ENCODE,Homo sapiens,immortalized cell line,8/5/16,"August, 2016",Genotyping,comparative genomic hybridization by array,genotyping array,genotyping array
ENCSR035KXF,ENCODE3,Richard Myers,,,,Panc1,Panc1,"Richard Myers, HAIB",ENCODE,Homo sapiens,immortalized cell line,8/5/16,"August, 2016",Genotyping,comparative genomic hybridization by array,genotyping array,genotyping array
ENCSR112SHO,ENCODE3,Richard Myers,,,,HepG2,HepG2,"Richard Myers, HAIB",ENCODE,Homo sapiens,immortalized cell line,8/5/16,"August, 2016",Genotyping,comparative genomic hybridization by array,genotyping array,genotyping array
ENCSR168TZD,ENCODE3,Richard Myers,,,,MCF 10A,MCF 10A,"Richard Myers, HAIB",ENCODE,Homo sapiens,immortalized cell line,8/5/16,"August, 2016",Genotyping,comparative genomic hybridization by array,genotyping array,genotyping array
ENCSR000DLQ,ENCODE2,Gregory Crawford,,POLR2A,POLR2A,HepG2,HepG2,"Vishwanath Iyer, UTA",ENCODE,Homo sapiens,immortalized cell line,3/17/11,"March, 2011",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR954TYO,ENCODE3,Brenton Graveley,,HNRNPL,HNRNPL,,,"Chris Burge, MIT",ENCODE,,in vitro sample,12/12/16,"December, 2016",RNA binding,RNA Bind-n-Seq,RNA Bind-n-Seq,RNA binding protein
ENCSR000DCQ,ENCODE2,Gregory Crawford,,,,MCF-7 treated with 17β-estradiol,MCF-7,"Jason Lieb, UNC",ENCODE,Homo sapiens,immortalized cell line,9/19/12,"September, 2012",DNA accessibility,FAIRE-seq,FAIRE-seq,FAIRE-seq
ENCSR358MOW,ENCODE3,Bing Ren,,,,C57BL/6 embryonic facial prominence embryo (13.5 days),embryonic facial prominence,"Bing Ren, UCSD",ENCODE,Mus musculus,tissue,10/10/17,"October, 2017",DNA accessibility,ATAC-seq,ATAC-seq,ATAC-seq
ENCSR552ABC,ENCODE3,Bing Ren,,,,C57BL/6 heart embryo (13.5 days),heart,"Bing Ren, UCSD",ENCODE,Mus musculus,tissue,10/10/17,"October, 2017",DNA accessibility,ATAC-seq,ATAC-seq,ATAC-seq
ENCSR000CHD,ENCODE2-Mouse,Bing Ren,,,,C57BL/6 placenta female adult (8 weeks),placenta,"Bing Ren, UCSD",ENCODE,Mus musculus,tissue,5/4/12,"May, 2012",Transcription,RNA-seq,polyA mRNA RNA-seq,polyA mRNA RNA-seq
ENCSR135ANT,ENCODE3,Michael Snyder,,NRF1,NRF1,MCF-7,MCF-7,"Michael Snyder, Stanford",ENCODE,Homo sapiens,immortalized cell line,6/14/16,"June, 2016",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR999WKT,ENCODE3,Brenton Graveley,,DDX24,DDX24,K562,K562,"Gene Yeo, UCSD",ENCODE,Homo sapiens,immortalized cell line,4/26/16,"April, 2016",RNA binding,eCLIP,eCLIP,RNA binding protein
ENCSR000DEJ,ENCODE2,Richard Myers,,,,pericardium female adult (70 years),pericardium,"Richard Myers, HAIB",ENCODE,Homo sapiens,tissue,9/30/11,"September, 2011",DNA methylation,RRBS,RRBS,RRBS
ENCSR992JGE,ENCODE3,Brenton Graveley,,METAP2,METAP2,HepG2 genetically modified using RNAi,HepG2,"Brenton Graveley, UConn",ENCODE,Homo sapiens,immortalized cell line,12/17/14,"December, 2014",Transcription,Knockdown RNAseq,shRNA RNA-seq,RNA binding protein
ENCSR888JFA,ENCODE3,Bing Ren,,,,C57BL/6 forebrain embryo (10.5 days),forebrain,"Joe Ecker, Salk",ENCODE,Mus musculus,tissue,10/28/16,"October, 2016",DNA methylation,whole-genome shotgun bisulfite sequencing,WGBS,WGBS
ENCSR000AZO,ENCODE2,Richard Myers,,,,NT2/D1,NT2/D1,"Richard Myers, HAIB",ENCODE,Homo sapiens,immortalized cell line,8/16/11,"August, 2011",Genotyping,comparative genomic hybridization by array,genotyping array,genotyping array
ENCSR000BZW,ENCODE2,Yijun Ruan,,POLR2A,POLR2A,HeLa-S3,HeLa-S3,"Yijun Ruan, JAX",ENCODE,Homo sapiens,immortalized cell line,5/24/12,"May, 2012",3D chromatin structure,ChIA-PET,ChIA-PET,ChIA-PET
ENCSR000AZP,ENCODE2,Richard Myers,,,,Panc1,Panc1,"Richard Myers, HAIB",ENCODE,Homo sapiens,immortalized cell line,8/16/11,"August, 2011",Genotyping,comparative genomic hybridization by array,genotyping array,genotyping array
